Sample_size,Beta,BCE_Train,BCE_Test,0-1_Train,0-1_Test,EMA_BCE_Train,EMA_BCE_Test,EMA_0-1_Train,EMA_0-1_Test
2000,0.0,0.5855000615119934,0.5695006251335144,0.5855000019073486,0.5695000290870667,0.4984754505863181,0.5025292696433811,0.4985490974057661,0.50258354664525
2000,125,0.19010324776172638,0.2614079415798187,0.19249999523162842,0.2630000114440918,0.18957010168728217,0.2589656561328458,0.19129361071583392,0.2607482396764498
2000,250,0.13079774379730225,0.23094573616981506,0.13300000131130219,0.23250000178813934,0.13195831182973808,0.22991792768645675,0.13417232816609723,0.2323763660349059
2000,500,0.08049816638231277,0.188463494181633,0.08349999785423279,0.19499999284744263,0.08033436271381804,0.1902494819595551,0.08367873318987172,0.19551201550922348
2000,1000,0.03438091650605202,0.16575157642364502,0.03849999979138374,0.17599999904632568,0.03412435618397547,0.1654093323059916,0.037716516171314204,0.1744502526571636
2000,2000,0.011989547871053219,0.15342743694782257,0.016499999910593033,0.16899999976158142,0.01152879101852216,0.15274329699287723,0.015360899728614067,0.17052946961511847
2000,4000,0.004717611707746983,0.12534365057945251,0.004999999888241291,0.14650000631809235,0.004506069376766127,0.12423165580804664,0.004625921929659997,0.14402640671563727
2000,8000,0.0019517721375450492,0.12574870884418488,0.0010000000474974513,0.15150000154972076,0.0020087131720910724,0.12555943513297327,0.001121502348164369,0.153016282656471
2000,16000,0.001357020577415824,0.10733138024806976,0.0,0.1404999941587448,0.001303772618538009,0.10677248556835324,6.116815095757404e-06,0.1390626645056012












